Model,Displ,Cyl,Drive,Fuel,Veh Class,Air Pollution Score,Greenhouse Gas Score,Comb CO2
ACURA Integra,1.5,4.0,2WD,Gasoline,large car,7,6,269
ACURA Integra,1.5,4.0,2WD,Gasoline,large car,7,6,269
ACURA Integra A-Spec,1.5,4.0,2WD,Gasoline,large car,6,6,293
ACURA Integra A-Spec,1.5,4.0,2WD,Gasoline,large car,6,6,293
ACURA Integra A-Spec,1.5,4.0,2WD,Gasoline,large car,7,6,277
ACURA Integra A-Spec,1.5,4.0,2WD,Gasoline,large car,7,6,277
ACURA MDX,3.5,6.0,2WD,Gasoline,small SUV,5,5,411
ACURA MDX,3.5,6.0,2WD,Gasoline,small SUV,5,5,411
ACURA MDX,3.5,6.0,4WD,Gasoline,small SUV,5,4,423
ACURA MDX,3.5,6.0,4WD,Gasoline,small SUV,5,4,423
ACURA MDX Type-S,3.0,6.0,4WD,Gasoline,standard SUV,5,4,474
ACURA MDX Type-S,3.0,6.0,4WD,Gasoline,standard SUV,5,4,474
ACURA RDX,2.0,4.0,2WD,Gasoline,small SUV,6,5,370
ACURA RDX,2.0,4.0,2WD,Gasoline,small SUV,6,5,370
ACURA RDX,2.0,4.0,4WD,Gasoline,small SUV,6,5,385
ACURA RDX,2.0,4.0,4WD,Gasoline,small SUV,6,5,385
ACURA RDX A-SPEC,2.0,4.0,2WD,Gasoline,small SUV,6,5,375
ACURA RDX A-SPEC,2.0,4.0,2WD,Gasoline,small SUV,6,5,375
ACURA RDX A-SPEC,2.0,4.0,4WD,Gasoline,small SUV,6,5,388
ACURA RDX A-SPEC,2.0,4.0,4WD,Gasoline,small SUV,6,5,388
ACURA TLX,2.0,4.0,2WD,Gasoline,small car,7,5,352
ACURA TLX,2.0,4.0,2WD,Gasoline,small car,7,5,352
ACURA TLX,2.0,4.0,4WD,Gasoline,small car,7,5,369
ACURA TLX,2.0,4.0,4WD,Gasoline,small car,7,5,369
ACURA TLX AWD A-SPEC,2.0,4.0,4WD,Gasoline,small car,7,5,371
ACURA TLX AWD A-SPEC,2.0,4.0,4WD,Gasoline,small car,7,5,371
ACURA TLX FWD A-SPEC,2.0,4.0,2WD,Gasoline,small car,7,5,357
ACURA TLX FWD A-SPEC,2.0,4.0,2WD,Gasoline,small car,7,5,357
ACURA TLX Type-S,3.0,6.0,4WD,Gasoline,small car,5,4,420
ACURA TLX Type-S,3.0,6.0,4WD,Gasoline,small car,5,4,420
ACURA TLX Type-S Perf Tire,3.0,6.0,4WD,Gasoline,small car,5,4,421
ACURA TLX Type-S Perf Tire,3.0,6.0,4WD,Gasoline,small car,5,4,421
ALFA ROMEO Giulia,2.0,4.0,2WD,Gasoline,midsize car,5,5,330
ALFA ROMEO Giulia,2.0,4.0,2WD,Gasoline,midsize car,5,5,330
ALFA ROMEO Giulia,2.9,6.0,2WD,Gasoline,midsize car,3,4,436
ALFA ROMEO Giulia,2.9,6.0,2WD,Gasoline,midsize car,3,4,436
ALFA ROMEO Giulia AWD,2.0,4.0,4WD,Gasoline,midsize car,5,5,348
ALFA ROMEO Giulia AWD,2.0,4.0,4WD,Gasoline,midsize car,5,5,348
ALFA ROMEO Stelvio,2.0,4.0,2WD,Gasoline,small SUV,5,5,359
ALFA ROMEO Stelvio,2.0,4.0,2WD,Gasoline,small SUV,5,5,359
ALFA ROMEO Stelvio AWD,2.0,4.0,4WD,Gasoline,small SUV,5,5,364
ALFA ROMEO Stelvio AWD,2.0,4.0,4WD,Gasoline,small SUV,5,5,364
ALFA ROMEO Stelvio AWD,2.9,6.0,4WD,Gasoline,small SUV,3,4,463
ALFA ROMEO Stelvio AWD,2.9,6.0,4WD,Gasoline,small SUV,3,4,463
ASTON MARTIN DB11 V12,5.2,12.0,2WD,Gasoline,small car,3,3,522
ASTON MARTIN DB11 V12,5.2,12.0,2WD,Gasoline,small car,3,3,522
ASTON MARTIN DB11 V8,4.0,8.0,2WD,Gasoline,small car,5,4,431
ASTON MARTIN DB11 V8,4.0,8.0,2WD,Gasoline,small car,5,4,431
ASTON MARTIN DBS,5.2,12.0,2WD,Gasoline,small car,3,3,522
ASTON MARTIN DBS,5.2,12.0,2WD,Gasoline,small car,3,3,522
ASTON MARTIN DBX 707,4.0,8.0,4WD,Gasoline,standard SUV,5,3,536
ASTON MARTIN DBX 707,4.0,8.0,4WD,Gasoline,standard SUV,5,3,536
ASTON MARTIN DBX V8,4.0,8.0,4WD,Gasoline,standard SUV,5,3,556
ASTON MARTIN DBX V8,4.0,8.0,4WD,Gasoline,standard SUV,5,3,556
ASTON MARTIN V12 Vantage,5.2,12.0,2WD,Gasoline,small car,3,3,548
ASTON MARTIN V12 Vantage,5.2,12.0,2WD,Gasoline,small car,3,3,548
ASTON MARTIN Vantage,4.0,8.0,2WD,Gasoline,small car,5,4,435
ASTON MARTIN Vantage,4.0,8.0,2WD,Gasoline,small car,5,4,435
AUDI A3,2.0,4.0,2WD,Gasoline,small car,7,6,276
AUDI A3,2.0,4.0,2WD,Gasoline,small car,7,6,276
AUDI A3,2.0,4.0,4WD,Gasoline,small car,7,6,294
AUDI A3,2.0,4.0,4WD,Gasoline,small car,7,6,294
AUDI A4,2.0,4.0,4WD,Gasoline,small car,5,6,322
AUDI A4,2.0,4.0,4WD,Gasoline,small car,5,6,322
AUDI A4 Allroad quattro,2.0,4.0,4WD,Gasoline,station wagon,5,5,344
AUDI A4 Allroad quattro,2.0,4.0,4WD,Gasoline,station wagon,5,5,344
AUDI A4 S-Line quattro,2.0,4.0,4WD,Gasoline,small car,5,5,326
AUDI A4 S-Line quattro,2.0,4.0,4WD,Gasoline,small car,5,5,326
AUDI A5,2.0,4.0,4WD,Gasoline,small car,5,5,326
AUDI A5,2.0,4.0,4WD,Gasoline,small car,5,5,326
AUDI A5 Cabriolet,2.0,4.0,4WD,Gasoline,small car,5,5,334
AUDI A5 Cabriolet,2.0,4.0,4WD,Gasoline,small car,5,5,334
AUDI A5 Sportback S-Line quattro,2.0,4.0,4WD,Gasoline,midsize car,5,5,326
AUDI A5 Sportback S-Line quattro,2.0,4.0,4WD,Gasoline,midsize car,5,5,326
AUDI A5 Sportback quattro,2.0,4.0,4WD,Gasoline,midsize car,5,6,322
AUDI A5 Sportback quattro,2.0,4.0,4WD,Gasoline,midsize car,5,6,322
AUDI A6,2.0,4.0,4WD,Gasoline,midsize car,5,5,334
AUDI A6,2.0,4.0,4WD,Gasoline,midsize car,5,5,334
AUDI A6,3.0,6.0,4WD,Gasoline,midsize car,5,5,361
AUDI A6,3.0,6.0,4WD,Gasoline,midsize car,5,5,361
AUDI A6 Allroad,3.0,6.0,4WD,Gasoline,station wagon,5,5,361
AUDI A6 Allroad,3.0,6.0,4WD,Gasoline,station wagon,5,5,361
AUDI A7,3.0,6.0,4WD,Gasoline,midsize car,5,5,361
AUDI A7,3.0,6.0,4WD,Gasoline,midsize car,5,5,361
AUDI A8 L,3.0,6.0,4WD,Gasoline,large car,5,5,398
AUDI A8 L,3.0,6.0,4WD,Gasoline,large car,5,5,398
AUDI Q3,2.0,4.0,4WD,Gasoline,small SUV,6,5,361
AUDI Q3,2.0,4.0,4WD,Gasoline,small SUV,6,5,361
AUDI Q3 S-Line,2.0,4.0,4WD,Gasoline,small SUV,7,5,375
AUDI Q3 S-Line,2.0,4.0,4WD,Gasoline,small SUV,7,5,375
AUDI Q4 e-tron,0.0,0.0,2WD,Electricity,standard SUV,10,10,0
AUDI Q4 e-tron,0.0,0.0,2WD,Electricity,standard SUV,10,10,0
AUDI Q4 e-tron Sportback,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI Q4 e-tron Sportback,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI Q4 e-tron quattro,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI Q4 e-tron quattro,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI Q5 S-Line quattro,2.0,4.0,4WD,Gasoline,small SUV,5,5,358
AUDI Q5 S-Line quattro,2.0,4.0,4WD,Gasoline,small SUV,5,5,358
AUDI Q5 Sportback S-line quattro,2.0,4.0,4WD,Gasoline,small SUV,5,5,358
AUDI Q5 Sportback S-line quattro,2.0,4.0,4WD,Gasoline,small SUV,5,5,358
AUDI Q5 TFSIe,2.0,4.0,4WD,Gasoline/Electricity,small SUV,7,9,148
AUDI Q5 TFSIe,2.0,4.0,4WD,Gasoline/Electricity,small SUV,7,9,148
AUDI Q5 quattro,2.0,4.0,4WD,Gasoline,small SUV,5,5,350
AUDI Q5 quattro,2.0,4.0,4WD,Gasoline,small SUV,5,5,350
AUDI Q7,2.0,4.0,4WD,Gasoline,standard SUV,5,4,414
AUDI Q7,2.0,4.0,4WD,Gasoline,standard SUV,5,4,414
AUDI Q7,3.0,6.0,4WD,Gasoline,standard SUV,5,4,453
AUDI Q7,3.0,6.0,4WD,Gasoline,standard SUV,5,4,453
AUDI Q8,3.0,6.0,4WD,Gasoline,standard SUV,5,4,439
AUDI Q8,3.0,6.0,4WD,Gasoline,standard SUV,5,4,439
AUDI R8 Coupe,5.2,10.0,2WD,Gasoline,small car,1,3,515
AUDI R8 Coupe,5.2,10.0,2WD,Gasoline,small car,1,3,515
AUDI R8 Coupe quattro,5.2,10.0,4WD,Gasoline,small car,1,2,580
AUDI R8 Coupe quattro,5.2,10.0,4WD,Gasoline,small car,1,2,580
AUDI R8 GT,5.2,10.0,2WD,Gasoline,small car,1,3,527
AUDI R8 GT,5.2,10.0,2WD,Gasoline,small car,1,3,527
AUDI R8 Spyder,5.2,10.0,2WD,Gasoline,small car,1,3,515
AUDI R8 Spyder,5.2,10.0,2WD,Gasoline,small car,1,3,515
AUDI R8 Spyder quattro,5.2,10.0,4WD,Gasoline,small car,1,2,580
AUDI R8 Spyder quattro,5.2,10.0,4WD,Gasoline,small car,1,2,580
AUDI RS 6 Avant,4.0,8.0,4WD,Gasoline,station wagon,3,3,532
AUDI RS 6 Avant,4.0,8.0,4WD,Gasoline,station wagon,3,3,532
AUDI RS 7,4.0,8.0,4WD,Gasoline,midsize car,3,3,532
AUDI RS 7,4.0,8.0,4WD,Gasoline,midsize car,3,3,532
AUDI RS Q8,4.0,8.0,4WD,Gasoline,standard SUV,3,3,562
AUDI RS Q8,4.0,8.0,4WD,Gasoline,standard SUV,3,3,562
AUDI RS e-tron GT,0.0,0.0,4WD,Electricity,midsize car,10,10,0
AUDI RS e-tron GT,0.0,0.0,4WD,Electricity,midsize car,10,10,0
AUDI RS5 Coupe,2.9,6.0,4WD,Gasoline,small car,5,4,429
AUDI RS5 Coupe,2.9,6.0,4WD,Gasoline,small car,5,4,429
AUDI RS5 Sportback,2.9,6.0,4WD,Gasoline,midsize car,5,4,430
AUDI RS5 Sportback,2.9,6.0,4WD,Gasoline,midsize car,5,4,430
AUDI S3,2.0,4.0,4WD,Gasoline,small car,5,5,334
AUDI S3,2.0,4.0,4WD,Gasoline,small car,5,5,334
AUDI S4,3.0,6.0,4WD,Gasoline,small car,5,5,364
AUDI S4,3.0,6.0,4WD,Gasoline,small car,5,5,364
AUDI S5 Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,5,375
AUDI S5 Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,5,375
AUDI S5 Coupe,3.0,6.0,4WD,Gasoline,small car,5,5,364
AUDI S5 Coupe,3.0,6.0,4WD,Gasoline,small car,5,5,364
AUDI S5 Sportback,3.0,6.0,4WD,Gasoline,midsize car,5,5,364
AUDI S5 Sportback,3.0,6.0,4WD,Gasoline,midsize car,5,5,364
AUDI S6,2.9,6.0,4WD,Gasoline,midsize car,5,5,408
AUDI S6,2.9,6.0,4WD,Gasoline,midsize car,5,5,408
AUDI S7,2.9,6.0,4WD,Gasoline,midsize car,5,5,408
AUDI S7,2.9,6.0,4WD,Gasoline,midsize car,5,5,408
AUDI S8,4.0,8.0,4WD,Gasoline,large car,3,4,503
AUDI S8,4.0,8.0,4WD,Gasoline,large car,3,4,503
AUDI SQ5,3.0,6.0,4WD,Gasoline,small SUV,5,4,422
AUDI SQ5,3.0,6.0,4WD,Gasoline,small SUV,5,4,422
AUDI SQ5 Sportback,3.0,6.0,4WD,Gasoline,small SUV,5,4,422
AUDI SQ5 Sportback,3.0,6.0,4WD,Gasoline,small SUV,5,4,422
AUDI SQ7,4.0,8.0,4WD,Gasoline,standard SUV,3,3,532
AUDI SQ7,4.0,8.0,4WD,Gasoline,standard SUV,3,3,532
AUDI SQ8,4.0,8.0,4WD,Gasoline,standard SUV,3,3,532
AUDI SQ8,4.0,8.0,4WD,Gasoline,standard SUV,3,3,532
AUDI TT Coupe,2.0,4.0,4WD,Gasoline,small car,7,5,347
AUDI TT Coupe,2.0,4.0,4WD,Gasoline,small car,7,5,347
AUDI TT Roadster,2.0,4.0,4WD,Gasoline,small car,7,5,347
AUDI TT Roadster,2.0,4.0,4WD,Gasoline,small car,7,5,347
AUDI TTS Coupe,2.0,4.0,4WD,Gasoline,small car,3,5,337
AUDI TTS Coupe,2.0,4.0,4WD,Gasoline,small car,3,5,337
AUDI e-tron GT,0.0,0.0,4WD,Electricity,midsize car,10,10,0
AUDI e-tron GT,0.0,0.0,4WD,Electricity,midsize car,10,10,0
AUDI e-tron S (20in. wheels),0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI e-tron S (20in. wheels),0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI e-tron S (21/22 in. wheels),0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI e-tron S (21/22 in. wheels),0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI e-tron S Sportback (20 wheels),0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI e-tron S Sportback (20 wheels),0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI e-tron S Sportback (21/22 wheel),0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI e-tron S Sportback (21/22 wheel),0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI e-tron Sportback quattro,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI e-tron Sportback quattro,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI e-tron quattro,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
AUDI e-tron quattro,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
BENTLEY Bentayga,4.0,8.0,4WD,Gasoline,standard SUV,3,3,527
BENTLEY Bentayga,4.0,8.0,4WD,Gasoline,standard SUV,3,3,527
BENTLEY Bentayga EWB,4.0,8.0,4WD,Gasoline,standard SUV,3,3,527
BENTLEY Bentayga EWB,4.0,8.0,4WD,Gasoline,standard SUV,3,3,527
BENTLEY Bentayga Hybrid,3.0,6.0,4WD,Gasoline/Electricity,standard SUV,3,7,222
BENTLEY Bentayga Hybrid,3.0,6.0,4WD,Gasoline/Electricity,standard SUV,3,7,222
BENTLEY Bentayga Speed,6.0,12.0,4WD,Gasoline,standard SUV,3,2,617
BENTLEY Bentayga Speed,6.0,12.0,4WD,Gasoline,standard SUV,3,2,617
BENTLEY Chiron,8.0,16.0,4WD,Gasoline,small car,1,1,840
BENTLEY Chiron,8.0,16.0,4WD,Gasoline,small car,1,1,840
BENTLEY Continental GT,4.0,8.0,4WD,Gasoline,small car,3,4,494
BENTLEY Continental GT,4.0,8.0,4WD,Gasoline,small car,3,4,494
BENTLEY Continental GT Convertible,4.0,8.0,4WD,Gasoline,small car,3,4,508
BENTLEY Continental GT Convertible,4.0,8.0,4WD,Gasoline,small car,3,4,508
BENTLEY Continental GT Convertible Speed,6.0,12.0,4WD,Gasoline,small car,3,2,636
BENTLEY Continental GT Convertible Speed,6.0,12.0,4WD,Gasoline,small car,3,2,636
BENTLEY Continental GT Speed,6.0,12.0,4WD,Gasoline,small car,3,2,610
BENTLEY Continental GT Speed,6.0,12.0,4WD,Gasoline,small car,3,2,610
BENTLEY Flying Spur,4.0,8.0,4WD,Gasoline,midsize car,3,3,514
BENTLEY Flying Spur,4.0,8.0,4WD,Gasoline,midsize car,3,3,514
BENTLEY Flying Spur,6.0,12.0,4WD,Gasoline,midsize car,3,2,601
BENTLEY Flying Spur,6.0,12.0,4WD,Gasoline,midsize car,3,2,601
BENTLEY Flying Spur Hybrid,2.9,6.0,4WD,Gasoline/Electricity,midsize car,5,7,251
BENTLEY Flying Spur Hybrid,2.9,6.0,4WD,Gasoline/Electricity,midsize car,5,7,251
BMW 228i Gran Coupe,2.0,4.0,2WD,Gasoline,small car,7,6,315
BMW 228i Gran Coupe,2.0,4.0,2WD,Gasoline,small car,7,6,315
BMW 228i xDrive Gran Coupe,2.0,4.0,4WD,Gasoline,small car,7,5,330
BMW 228i xDrive Gran Coupe,2.0,4.0,4WD,Gasoline,small car,7,5,330
BMW 230i Coupe,2.0,4.0,2WD,Gasoline,small car,3,6,300
BMW 230i Coupe,2.0,4.0,2WD,Gasoline,small car,3,6,300
BMW 230i Coupe,2.0,4.0,2WD,Gasoline,small car,3,6,300
BMW 230i xDrive Coupe,2.0,4.0,4WD,Gasoline,small car,3,6,314
BMW 230i xDrive Coupe,2.0,4.0,4WD,Gasoline,small car,3,6,314
BMW 230i xDrive Coupe,2.0,4.0,4WD,Gasoline,small car,3,6,314
BMW 330e,2.0,4.0,2WD,Gasoline/Electricity,small car,7,9,158
BMW 330e,2.0,4.0,2WD,Gasoline/Electricity,small car,7,9,158
BMW 330e,2.0,4.0,4WD,Gasoline/Electricity,small car,7,9,172
BMW 330e,2.0,4.0,4WD,Gasoline/Electricity,small car,7,9,172
BMW 330i,2.0,4.0,2WD,Gasoline,small car,7,6,308
BMW 330i,2.0,4.0,2WD,Gasoline,small car,7,6,308
BMW 330i,2.0,4.0,4WD,Gasoline,small car,7,5,322
BMW 330i,2.0,4.0,4WD,Gasoline,small car,7,5,322
BMW 430i Convertible,2.0,4.0,2WD,Gasoline,small car,7,6,313
BMW 430i Convertible,2.0,4.0,2WD,Gasoline,small car,7,6,313
BMW 430i Convertible,2.0,4.0,4WD,Gasoline,small car,7,5,327
BMW 430i Convertible,2.0,4.0,4WD,Gasoline,small car,7,5,327
BMW 430i Coupe,2.0,4.0,2WD,Gasoline,small car,7,6,313
BMW 430i Coupe,2.0,4.0,2WD,Gasoline,small car,7,6,313
BMW 430i Coupe,2.0,4.0,4WD,Gasoline,small car,7,5,327
BMW 430i Coupe,2.0,4.0,4WD,Gasoline,small car,7,5,327
BMW 430i Gran Coupe,2.0,4.0,2WD,Gasoline,small car,7,6,313
BMW 430i Gran Coupe,2.0,4.0,2WD,Gasoline,small car,7,6,313
BMW 430i Gran Coupe,2.0,4.0,4WD,Gasoline,small car,7,5,329
BMW 430i Gran Coupe,2.0,4.0,4WD,Gasoline,small car,7,5,329
BMW 530e,2.0,4.0,2WD,Gasoline/Electricity,small car,7,8,179
BMW 530e,2.0,4.0,2WD,Gasoline/Electricity,small car,7,8,179
BMW 530e,2.0,4.0,4WD,Gasoline/Electricity,small car,7,8,203
BMW 530e,2.0,4.0,4WD,Gasoline/Electricity,small car,7,8,203
BMW 530i,2.0,4.0,2WD,Gasoline,midsize car,7,6,313
BMW 530i,2.0,4.0,2WD,Gasoline,midsize car,7,6,313
BMW 530i,2.0,4.0,4WD,Gasoline,midsize car,7,5,332
BMW 530i,2.0,4.0,4WD,Gasoline,midsize car,7,5,332
BMW 540i,3.0,6.0,2WD,Gasoline,midsize car,5,5,322
BMW 540i,3.0,6.0,2WD,Gasoline,midsize car,5,5,322
BMW 540i,3.0,6.0,4WD,Gasoline,midsize car,5,5,352
BMW 540i,3.0,6.0,4WD,Gasoline,midsize car,5,5,352
BMW 740i,3.0,6.0,2WD,Gasoline,large car,7,5,324
BMW 740i,3.0,6.0,2WD,Gasoline,large car,7,5,324
BMW 760i xDrive,4.4,8.0,4WD,Gasoline,large car,5,4,420
BMW 760i xDrive,4.4,8.0,4WD,Gasoline,large car,5,4,420
BMW 840i Convertible,3.0,6.0,2WD,Gasoline,small car,3,5,374
BMW 840i Convertible,3.0,6.0,2WD,Gasoline,small car,3,5,374
BMW 840i Coupe,3.0,6.0,2WD,Gasoline,small car,3,5,373
BMW 840i Coupe,3.0,6.0,2WD,Gasoline,small car,3,5,373
BMW 840i Gran Coupe,3.0,6.0,2WD,Gasoline,midsize car,3,5,374
BMW 840i Gran Coupe,3.0,6.0,2WD,Gasoline,midsize car,3,5,374
BMW 840i xDrive Convertible,3.0,6.0,4WD,Gasoline,small car,3,5,373
BMW 840i xDrive Convertible,3.0,6.0,4WD,Gasoline,small car,3,5,373
BMW 840i xDrive Coupe,3.0,6.0,4WD,Gasoline,small car,3,5,373
BMW 840i xDrive Coupe,3.0,6.0,4WD,Gasoline,small car,3,5,373
BMW 840i xDrive Gran Coupe,3.0,6.0,4WD,Gasoline,midsize car,3,5,373
BMW 840i xDrive Gran Coupe,3.0,6.0,4WD,Gasoline,midsize car,3,5,373
BMW ALPINA B8 Gran Coupe,4.4,8.0,4WD,Gasoline,midsize car,3,4,457
BMW ALPINA B8 Gran Coupe,4.4,8.0,4WD,Gasoline,midsize car,3,4,457
BMW Alpina XB7,4.4,8.0,4WD,Gasoline,standard SUV,5,3,506
BMW Alpina XB7,4.4,8.0,4WD,Gasoline,standard SUV,5,3,506
BMW M2 Coupe,3.0,6.0,2WD,Gasoline,small car,5,4,461
BMW M2 Coupe,3.0,6.0,2WD,Gasoline,small car,5,4,461
BMW M2 Coupe,3.0,6.0,2WD,Gasoline,small car,5,4,472
BMW M2 Coupe,3.0,6.0,2WD,Gasoline,small car,5,4,472
BMW M235i xDrive Gran Coupe,2.0,4.0,4WD,Gasoline,small car,3,5,324
BMW M235i xDrive Gran Coupe,2.0,4.0,4WD,Gasoline,small car,3,5,324
BMW M235i xDrive Gran Coupe,2.0,4.0,4WD,Gasoline,small car,3,5,324
BMW M240i Coupe,3.0,6.0,2WD,Gasoline,small car,5,5,343
BMW M240i Coupe,3.0,6.0,2WD,Gasoline,small car,5,5,343
BMW M240i Coupe,3.0,6.0,4WD,Gasoline,small car,5,5,338
BMW M240i Coupe,3.0,6.0,4WD,Gasoline,small car,5,5,338
BMW M3,3.0,6.0,2WD,Gasoline,small car,5,4,472
BMW M3,3.0,6.0,2WD,Gasoline,small car,5,4,472
BMW M3 Competition,3.0,6.0,2WD,Gasoline,small car,5,4,470
BMW M3 Competition,3.0,6.0,2WD,Gasoline,small car,5,4,470
BMW M3 Competition M,3.0,6.0,4WD,Gasoline,small car,5,4,477
BMW M3 Competition M,3.0,6.0,4WD,Gasoline,small car,5,4,477
BMW M340i,3.0,6.0,2WD,Gasoline,small car,5,5,340
BMW M340i,3.0,6.0,2WD,Gasoline,small car,5,5,340
BMW M340i,3.0,6.0,4WD,Gasoline,small car,5,5,339
BMW M340i,3.0,6.0,4WD,Gasoline,small car,5,5,339
BMW M4 CSL Coupe,3.0,6.0,2WD,Gasoline,small car,5,4,485
BMW M4 CSL Coupe,3.0,6.0,2WD,Gasoline,small car,5,4,485
BMW M4 Competition Coupe,3.0,6.0,2WD,Gasoline,small car,5,4,470
BMW M4 Competition Coupe,3.0,6.0,2WD,Gasoline,small car,5,4,470
BMW M4 Competition M,3.0,6.0,4WD,Gasoline,small car,5,4,477
BMW M4 Competition M,3.0,6.0,4WD,Gasoline,small car,5,4,477
BMW M4 Competition M Convertible,3.0,6.0,4WD,Gasoline,small car,5,4,484
BMW M4 Competition M Convertible,3.0,6.0,4WD,Gasoline,small car,5,4,484
BMW M4 Coupe,3.0,6.0,2WD,Gasoline,small car,5,4,472
BMW M4 Coupe,3.0,6.0,2WD,Gasoline,small car,5,4,472
BMW M440i,3.0,6.0,2WD,Gasoline,small car,5,5,325
BMW M440i,3.0,6.0,2WD,Gasoline,small car,5,5,325
BMW M440i,3.0,6.0,4WD,Gasoline,small car,5,5,348
BMW M440i,3.0,6.0,4WD,Gasoline,small car,5,5,348
BMW M440i Convertible,3.0,6.0,2WD,Gasoline,small car,5,5,340
BMW M440i Convertible,3.0,6.0,2WD,Gasoline,small car,5,5,340
BMW M440i Gran Coupe,3.0,6.0,2WD,Gasoline,small car,5,5,325
BMW M440i Gran Coupe,3.0,6.0,2WD,Gasoline,small car,5,5,325
BMW M440i Gran Coupe,3.0,6.0,4WD,Gasoline,small car,5,5,348
BMW M440i Gran Coupe,3.0,6.0,4WD,Gasoline,small car,5,5,348
BMW M440i xDrive Coupe,3.0,6.0,4WD,Gasoline,small car,5,5,348
BMW M440i xDrive Coupe,3.0,6.0,4WD,Gasoline,small car,5,5,348
BMW M5,4.4,8.0,4WD,Gasoline,midsize car,3,3,522
BMW M5,4.4,8.0,4WD,Gasoline,midsize car,3,3,522
BMW M5 Competition,4.4,8.0,4WD,Gasoline,midsize car,3,3,522
BMW M5 Competition,4.4,8.0,4WD,Gasoline,midsize car,3,3,522
BMW M550i,4.4,8.0,4WD,Gasoline,midsize car,3,4,446
BMW M550i,4.4,8.0,4WD,Gasoline,midsize car,3,4,446
BMW M8 Competition Convertible,4.4,8.0,4WD,Gasoline,small car,3,3,517
BMW M8 Competition Convertible,4.4,8.0,4WD,Gasoline,small car,3,3,517
BMW M8 Competition Coupe,4.4,8.0,4WD,Gasoline,small car,3,3,517
BMW M8 Competition Coupe,4.4,8.0,4WD,Gasoline,small car,3,3,517
BMW M8 Competition Gran Coupe,4.4,8.0,4WD,Gasoline,midsize car,3,3,517
BMW M8 Competition Gran Coupe,4.4,8.0,4WD,Gasoline,midsize car,3,3,517
BMW M850i xDrive,4.4,8.0,4WD,Gasoline,small car,3,4,457
BMW M850i xDrive,4.4,8.0,4WD,Gasoline,small car,3,4,457
BMW M850i xDrive Convertible,4.4,8.0,4WD,Gasoline,small car,3,4,457
BMW M850i xDrive Convertible,4.4,8.0,4WD,Gasoline,small car,3,4,457
BMW M850i xDrive Gran Coupe,4.4,8.0,4WD,Gasoline,midsize car,3,4,457
BMW M850i xDrive Gran Coupe,4.4,8.0,4WD,Gasoline,midsize car,3,4,457
BMW X1 xDrive28i,2.0,4.0,4WD,Gasoline,small SUV,8,6,313
BMW X1 xDrive28i,2.0,4.0,4WD,Gasoline,small SUV,8,6,313
BMW X2 M35i,2.0,4.0,4WD,Gasoline,midsize car,3,5,333
BMW X2 M35i,2.0,4.0,4WD,Gasoline,midsize car,3,5,333
BMW X2 M35i,2.0,4.0,4WD,Gasoline,midsize car,3,5,333
BMW X2 sDrive28i,2.0,4.0,2WD,Gasoline,midsize car,7,5,329
BMW X2 sDrive28i,2.0,4.0,2WD,Gasoline,midsize car,7,5,329
BMW X2 xDrive28i,2.0,4.0,4WD,Gasoline,midsize car,7,5,333
BMW X2 xDrive28i,2.0,4.0,4WD,Gasoline,midsize car,7,5,333
BMW X3 M,3.0,6.0,4WD,Gasoline,small SUV,3,3,519
BMW X3 M,3.0,6.0,4WD,Gasoline,small SUV,3,3,519
BMW X3 M Competition,3.0,6.0,4WD,Gasoline,small SUV,3,3,519
BMW X3 M Competition,3.0,6.0,4WD,Gasoline,small SUV,3,3,519
BMW X3 M40i,3.0,6.0,4WD,Gasoline,small SUV,5,5,378
BMW X3 M40i,3.0,6.0,4WD,Gasoline,small SUV,5,5,378
BMW X3 sDrive30i,2.0,4.0,2WD,Gasoline,small SUV,7,5,352
BMW X3 sDrive30i,2.0,4.0,2WD,Gasoline,small SUV,7,5,352
BMW X3 xDrive30i,2.0,4.0,4WD,Gasoline,small SUV,7,5,369
BMW X3 xDrive30i,2.0,4.0,4WD,Gasoline,small SUV,7,5,369
BMW X4 M,3.0,6.0,4WD,Gasoline,small SUV,3,3,519
BMW X4 M,3.0,6.0,4WD,Gasoline,small SUV,3,3,519
BMW X4 M Competition,3.0,6.0,4WD,Gasoline,small SUV,3,3,519
